3,6,8,20,24,32,7
5,24,27,29,31,32,10
7,16,19,22,24,28,2
6,15,17,26,28,31,3
4,8,14,18,20,27,3
1,4,14,18,24,29,4
16,22,24,26,28,31,6
4,5,7,9,21,30,4
13,14,15,21,23,29,13
2,4,14,16,20,22,11
2,3,6,8,14,22,4
7,10,21,24,29,32,11
9,17,27,28,32,33,8
5,7,8,9,20,22,2
5,10,12,18,19,27,6
2,5,14,19,21,28,1
5,7,12,18,27,32,11
3,5,18,24,25,31,9
3,11,12,14,17,26,9
